school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,Taliaferro County,Taliaferro County School,All Students,11,11,0,1,0
2019-20,School,Candler County,Metter Career Academy,All Students,14,13,1,0.928571429,0.071428571
2019-20,School,Muscogee County,Rainey McCullers School of the Arts,All Students,14,14,0,1,0
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,All Students,17,16,1,0.941176471,0.058823529
2019-20,School,Berrien County,Berrien Academy Performance Learning Center,All Students,18,11,7,0.611111111,0.388888889
2019-20,School,Murray County,Pleasant Valley Innovative School,All Students,22,18,4,0.818181818,0.181818182
2019-20,School,Commission Charter Schools- CCAT School,Statesboro STEAM Academy,All Students,22,22,0,1,0
2019-20,School,Webster County,Webster County High School,All Students,23,21,2,0.913043478,0.086956522
2019-20,School,Dublin City,Moore Street Facility,All Students,24,22,2,0.916666667,0.083333333
2019-20,School,Habersham County,Habersham Success Academy,All Students,25,24,1,0.96,0.04
2019-20,School,Clarke County,Classic City High School,All Students,26,13,13,0.5,0.5
2019-20,School,Quitman County,Quitman County High School,All Students,26,19,7,0.730769231,0.269230769
2019-20,School,Bleckley County,Bleckley County Success Academy,All Students,27,21,6,0.777777778,0.222222222
2019-20,School,Stewart County,Stewart County High School,All Students,27,25,2,0.925925926,0.074074074
2019-20,School,Pike County,Zebulon High School,All Students,28,25,3,0.892857143,0.107142857
2019-20,School,DeKalb County,Tapestry Public Charter School,All Students,29,25,4,0.862068966,0.137931034
2019-20,School,Griffin-Spalding County,AZ Kelsey Academy,All Students,32,21,11,0.65625,0.34375
2019-20,School,Worth County,Worth County Achievement Center,All Students,34,12,22,0.352941176,0.647058824
2019-20,School,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,All Students,34,34,0,1,0
2019-20,School,Talbot County,Central Elementary/High School,All Students,35,28,7,0.8,0.2
2019-20,School,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,All Students,35,32,3,0.914285714,0.085714286
2019-20,School,Brooks County,Delta Innovative School,All Students,36,28,8,0.777777778,0.222222222
2019-20,School,Sumter County,Furlow Charter School,All Students,36,29,7,0.805555556,0.194444444
2019-20,School,Glascock County,Glascock County Middle/High School,All Students,38,35,3,0.921052632,0.078947368
2019-20,School,Warren County,Warren County High School,All Students,43,39,4,0.906976744,0.093023256
2019-20,School,Echols County,Echols County High School,All Students,44,41,3,0.931818182,0.068181818
2019-20,School,Atlanta Public Schools,Atlanta Classical Academy,All Students,44,43,1,0.977272727,0.022727273
2019-20,School,Gwinnett County,McClure Health Science High School,All Students,46,45,1,0.97826087,0.02173913
2019-20,School,Savannah-Chatham County,Savannah Early College High School,All Students,49,49,0,1,0
2019-20,School,Atlanta Public Schools,B.E.S.T Academy,All Students,49,38,11,0.775510204,0.224489796
2019-20,School,State Charter Schools II- Baconton Community Charter School,Baconton Community Charter School,All Students,49,49,0,1,0
2019-20,School,Coffee County,Wiregrass Regional College and Career Academy,All Students,54,52,2,0.962962963,0.037037037
2019-20,School,Calhoun County,Calhoun County High School,All Students,56,52,4,0.928571429,0.071428571
2019-20,School,Montgomery County,Montgomery County High School,All Students,58,49,9,0.844827586,0.155172414
2019-20,School,Decatur County,New Beginning Learning Center,All Students,60,41,19,0.683333333,0.316666667
2019-20,School,Greene County,Lake Oconee Charter High School,All Students,60,57,3,0.95,0.05
2019-20,School,Towns County,Towns County High School,All Students,60,57,3,0.95,0.05
2019-20,School,Hancock County,Hancock Central High School,All Students,61,53,8,0.868852459,0.131147541
2019-20,School,DeKalb County,Dekalb Early College Academy,All Students,63,63,0,1,0
2019-20,School,Clayton County,Elite Scholars Academy School,All Students,64,64,0,1,0
2019-20,School,Treutlen County,Treutlen Middle/High School,All Students,65,52,13,0.8,0.2
2019-20,School,Bulloch County,Portal Middle/High School,All Students,67,59,8,0.880597015,0.119402985
2019-20,School,Miller County,Miller County High School,All Students,70,57,13,0.814285714,0.185714286
2019-20,School,Randolph County,Randolph Clay High School,All Students,70,55,15,0.785714286,0.214285714
2019-20,School,Jenkins County,Jenkins County High School,All Students,73,58,15,0.794520548,0.205479452
2019-20,School,DeKalb County,DeKalb School of the Arts,All Students,74,74,0,1,0
2019-20,School,Twiggs County,Twiggs County High School,All Students,74,63,11,0.851351351,0.148648649
2019-20,School,Thomas County,Bishop Hall Charter School,All Students,75,59,16,0.786666667,0.213333333
2019-20,School,Emanuel County,Emanuel County Institute,All Students,77,73,4,0.948051948,0.051948052
2019-20,School,State Charter Schools II- Academy For Classical Education,Academy For Classical Education,All Students,77,77,0,1,0
2019-20,School,Richmond County,Richmond County Technical Career Magnet School,All Students,78,78,0,1,0
2019-20,School,Wheeler County,Wheeler County High School,All Students,78,71,7,0.91025641,0.08974359
2019-20,School,Meriwether County,Greenville High School,All Students,80,66,14,0.825,0.175
2019-20,School,Dooly County,Dooly County High School,All Students,82,74,8,0.902439024,0.097560976
2019-20,School,Atlanta Public Schools,Early College High School at Carver,All Students,83,76,7,0.915662651,0.084337349
2019-20,School,Carroll County,Mt. Zion High School,All Students,85,85,0,1,0
2019-20,School,Turner County,Turner County High School,All Students,85,81,4,0.952941176,0.047058824
2019-20,School,McIntosh County,McIntosh Academy,All Students,86,84,2,0.976744186,0.023255814
2019-20,School,Mitchell County,Mitchell County High School,All Students,86,73,13,0.848837209,0.151162791
2019-20,School,Wilcox County,Wilcox County High School,All Students,86,82,4,0.953488372,0.046511628
2019-20,School,Lincoln County,Lincoln County High School,All Students,89,84,5,0.943820225,0.056179775
2019-20,School,Johnson County,Johnson County High School,All Students,93,84,9,0.903225806,0.096774194
2019-20,School,Richmond County,Johnson Magnet,All Students,93,92,1,0.989247312,0.010752688
2019-20,School,Schley County,Schley Middle High School,All Students,93,86,7,0.924731183,0.075268817
2019-20,School,Terrell County,Terrell High School,All Students,96,85,11,0.885416667,0.114583333
2019-20,School,Commerce City,Commerce High School,All Students,96,88,8,0.916666667,0.083333333
2019-20,School,Richmond County,Davidson Magnet School,All Students,98,98,0,1,0
2019-20,School,Carroll County,Bowdon High School,All Students,99,91,8,0.919191919,0.080808081
2019-20,School,Charlton County,Charlton County High School,All Students,99,90,9,0.909090909,0.090909091
2019-20,School,Greene County,Greene County High School,All Students,100,86,14,0.86,0.14
2019-20,School,Pulaski County,Hawkinsville High School,All Students,100,91,9,0.91,0.09
2019-20,School,Wilkes County,Washington-Wilkes Comprehensive High School,All Students,100,82,18,0.82,0.18
2019-20,School,Chickamauga City,Gordon Lee High School,All Students,100,99,1,0.99,0.01
2019-20,School,Lanier County,Lanier County High School,All Students,101,93,8,0.920792079,0.079207921
2019-20,School,Wilkinson County,Wilkinson County High School,All Students,102,96,6,0.941176471,0.058823529
2019-20,School,Clinch County,Clinch County High School,All Students,106,96,10,0.905660377,0.094339623
2019-20,School,Macon County,Macon County High School,All Students,106,82,24,0.773584906,0.226415094
2019-20,School,Seminole County,Seminole County Middle/High School,All Students,107,99,8,0.925233645,0.074766355
2019-20,School,Taylor County,Taylor County High School,All Students,109,94,15,0.862385321,0.137614679
2019-20,School,Social Circle City,Social Circle High School,All Students,109,103,6,0.944954128,0.055045872
2019-20,School,Brooks County,Brooks County High School,All Students,111,104,7,0.936936937,0.063063063
2019-20,School,Chattahoochee County,Chattahoochee County High School,All Students,111,98,13,0.882882883,0.117117117
2019-20,School,Atlanta Public Schools,Charles Drew Charter School JA/SA,All Students,111,109,2,0.981981982,0.018018018
2019-20,School,Meriwether County,Manchester High School,All Students,112,86,26,0.767857143,0.232142857
2019-20,School,Atlanta Public Schools,Crim High School,All Students,114,19,95,0.166666667,0.833333333
2019-20,School,Trion City,Trion High School,All Students,114,113,1,0.99122807,0.00877193
2019-20,School,Crawford County,Crawford County High School,All Students,115,90,25,0.782608696,0.217391304
2019-20,School,Pelham City,Pelham High School,All Students,115,99,16,0.860869565,0.139130435
2019-20,School,Marion County,Marion County Middle/High School,All Students,117,107,10,0.914529915,0.085470085
2019-20,School,Candler County,Metter High School,All Students,118,114,4,0.966101695,0.033898305
2019-20,School,Evans County,Claxton High School,All Students,121,106,15,0.876033058,0.123966942
2019-20,School,Telfair County,Telfair County High School,All Students,122,114,8,0.93442623,0.06557377
2019-20,School,Dublin City,Dublin High School,All Students,123,116,7,0.943089431,0.056910569
2019-20,School,Atkinson County,Atkinson County High School,All Students,124,114,10,0.919354839,0.080645161
2019-20,School,Savannah-Chatham County,The School of Liberal Studies at Savannah High,All Students,124,106,18,0.85483871,0.14516129
2019-20,School,Bacon County,Bacon County High School,All Students,126,117,9,0.928571429,0.071428571
2019-20,School,Houston County,Houston County WIN Academy,All Students,126,36,90,0.285714286,0.714285714
2019-20,School,Irwin County,Irwin County High School,All Students,126,118,8,0.936507937,0.063492063
2019-20,School,Gwinnett County,Gwinnett Online Campus,All Students,129,76,53,0.589147287,0.410852713
2019-20,School,Floyd County,Armuchee High School,All Students,130,126,4,0.969230769,0.030769231
2019-20,School,Richmond County,Laney High School,All Students,130,106,24,0.815384615,0.184615385
2019-20,School,Gwinnett County,Paul Duke STEM High School,All Students,132,111,21,0.840909091,0.159090909
2019-20,School,Fulton County,Hapeville Charter Career Academy,All Students,133,125,8,0.939849624,0.060150376
2019-20,School,Clayton County,Martha Ellen Stilwell School for the Performing Arts,All Students,138,137,1,0.992753623,0.007246377
2019-20,School,Oglethorpe County,Oglethorpe County High School,All Students,140,135,5,0.964285714,0.035714286
2019-20,School,Screven County,Screven County High School,All Students,142,123,19,0.866197183,0.133802817
2019-20,School,Bryan County,Bryan County High School,All Students,143,129,14,0.902097902,0.097902098
2019-20,School,Laurens County,East Laurens High School,All Students,148,130,18,0.878378378,0.121621622
2019-20,School,Richmond County,Josey High School,All Students,150,119,31,0.793333333,0.206666667
2019-20,School,Atlanta Public Schools,Carver High School,All Students,151,88,63,0.582781457,0.417218543
2019-20,School,Heard County,Heard County High School,All Students,152,134,18,0.881578947,0.118421053
2019-20,School,Whitfield County,Phoenix High School,All Students,152,76,76,0.5,0.5
2019-20,School,Carroll County,Temple High School,All Students,154,150,4,0.974025974,0.025974026
2019-20,School,Rabun County,Rabun County High School,All Students,154,143,11,0.928571429,0.071428571
2019-20,School,Hall County,Cherokee Bluff High School,All Students,155,148,7,0.95483871,0.04516129
2019-20,School,Hall County,Lanier College and Career Academy,All Students,156,68,88,0.435897436,0.564102564
2019-20,School,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,All Students,157,157,0,1,0
2019-20,School,DeKalb County,McNair High School,All Students,158,101,57,0.639240506,0.360759494
2019-20,School,Dalton Public Schools,Morris Innovative High School,All Students,159,55,104,0.34591195,0.65408805
2019-20,School,Floyd County,Coosa High School,All Students,160,145,15,0.90625,0.09375
2019-20,School,Savannah-Chatham County,Johnson High School,All Students,163,134,29,0.82208589,0.17791411
2019-20,School,Dade County,Dade County High School,All Students,163,142,21,0.871165644,0.128834356
2019-20,School,Bleckley County,Bleckley County High School,All Students,164,162,2,0.987804878,0.012195122
2019-20,School,Jasper County,Jasper County High School,All Students,166,157,9,0.945783133,0.054216867
2019-20,School,Floyd County,Model High,All Students,167,156,11,0.934131737,0.065868263
2019-20,School,Fulton County,McClarin High School,All Students,172,66,106,0.38372093,0.61627907
2019-20,School,Richmond County,Glenn Hills High School,All Students,173,136,37,0.786127168,0.213872832
2019-20,School,Early County,Early County High School,All Students,174,155,19,0.890804598,0.109195402
2019-20,School,Bremen City,Bremen High School,All Students,175,170,5,0.971428571,0.028571429
2019-20,School,Thomasville City,Thomasville High School,All Students,176,138,38,0.784090909,0.215909091
2019-20,School,Elbert County,Elbert County High School,All Students,177,154,23,0.870056497,0.129943503
2019-20,School,Atlanta Public Schools,KIPP Atlanta Collegiate Academy,All Students,177,148,29,0.836158192,0.163841808
2019-20,School,Vidalia City,Vidalia Comprehensive High School,All Students,178,167,11,0.938202247,0.061797753
2019-20,School,Richmond County,Butler High School,All Students,180,144,36,0.8,0.2
2019-20,School,Atlanta Public Schools,Booker T. Washington High School,All Students,181,133,48,0.73480663,0.26519337
2019-20,School,Toombs County,Toombs County High School,All Students,182,173,9,0.950549451,0.049450549
2019-20,School,DeKalb County,Elizabeth Andrews High School,All Students,183,29,154,0.158469945,0.841530055
2019-20,School,Lamar County,Lamar County High School,All Students,183,162,21,0.885245902,0.114754098
2019-20,School,Putnam County,Putnam County High School,All Students,185,167,18,0.902702703,0.097297297
2019-20,School,Berrien County,Berrien High School,All Students,186,170,16,0.913978495,0.086021505
2019-20,School,Muscogee County,Kendrick High School,All Students,192,164,28,0.854166667,0.145833333
2019-20,School,Union County,Union County High School,All Students,194,191,3,0.984536082,0.015463918
2019-20,School,Savannah-Chatham County,Groves High School,All Students,195,149,46,0.764102564,0.235897436
2019-20,School,Emanuel County,Swainsboro High School,All Students,195,156,39,0.8,0.2
2019-20,School,Floyd County,Pepperell High School,All Students,195,190,5,0.974358974,0.025641026
2019-20,School,Fulton County,Independence High School,All Students,195,59,136,0.302564103,0.697435897
2019-20,School,Bibb County,Northeast High School,All Students,196,157,39,0.801020408,0.198979592
2019-20,School,Jefferson County,Jefferson County High School,All Students,198,179,19,0.904040404,0.095959596
2019-20,School,Ben Hill County,Fitzgerald High School,All Students,199,179,20,0.899497487,0.100502513
2019-20,School,Murray County,Murray County High School,All Students,200,192,8,0.96,0.04
2019-20,School,Dodge County,Dodge County High School,All Students,201,193,8,0.960199005,0.039800995
2019-20,School,Jeff Davis County,Jeff Davis High School,All Students,201,187,14,0.930348259,0.069651741
2019-20,School,Gordon County,Gordon Central High School,All Students,202,190,12,0.940594059,0.059405941
2019-20,School,Atlanta Public Schools,South Atlanta High School,All Students,204,166,38,0.81372549,0.18627451
2019-20,School,Troup County,Callaway High School,All Students,205,187,18,0.912195122,0.087804878
2019-20,School,Muscogee County,Spencer High School,All Students,206,171,35,0.830097087,0.169902913
2019-20,School,Chattooga County,Chattooga High School,All Students,207,175,32,0.845410628,0.154589372
2019-20,School,Haralson County,Haralson County High School,All Students,207,203,4,0.980676329,0.019323671
2019-20,School,Washington County,Washington County High School,All Students,210,189,21,0.9,0.1
2019-20,School,Clayton County,North Clayton High School,All Students,214,165,49,0.771028037,0.228971963
2019-20,School,Cook County,Cook High School,All Students,214,202,12,0.943925234,0.056074766
2019-20,School,Murray County,North Murray High School,All Students,219,215,4,0.98173516,0.01826484
2019-20,School,Worth County,Worth County High School,All Students,219,179,40,0.817351598,0.182648402
2019-20,School,Bartow County,Adairsville High School,All Students,220,203,17,0.922727273,0.077272727
2019-20,School,DeKalb County,Towers High School,All Students,220,131,89,0.595454545,0.404545455
2019-20,School,Muscogee County,Carver High School,All Students,220,203,17,0.922727273,0.077272727
2019-20,School,Appling County,Appling County High School,All Students,221,205,16,0.92760181,0.07239819
2019-20,School,Savannah-Chatham County,Savannah Arts Academy,All Students,222,220,2,0.990990991,0.009009009
2019-20,School,DeKalb County,Redan High School,All Students,222,184,38,0.828828829,0.171171171
2019-20,School,Jackson County,East Jackson Comprehensive High School,All Students,222,210,12,0.945945946,0.054054054
2019-20,School,Banks County,Banks County High School,All Students,223,197,26,0.883408072,0.116591928
2019-20,School,Tattnall County,Tattnall County High School,All Students,223,199,24,0.892376682,0.107623318
2019-20,School,Morgan County,Morgan County High School,All Students,224,206,18,0.919642857,0.080357143
2019-20,School,Richmond County,Westside High School,All Students,224,199,25,0.888392857,0.111607143
2019-20,School,Bibb County,Rutland High School,All Students,225,175,50,0.777777778,0.222222222
2019-20,School,Gwinnett County,"Gwinnett School of Mathematics, Science and Technology",All Students,225,225,0,1,0
2019-20,School,Bibb County,Southwest High School,All Students,227,154,73,0.678414097,0.321585903
2019-20,School,Cobb County,Cobb Horizon High School,All Students,228,75,153,0.328947368,0.671052632
2019-20,School,Fannin County,Fannin County High School,All Students,228,217,11,0.951754386,0.048245614
2019-20,School,Muscogee County,Jordan Vocational High School,All Students,228,185,43,0.811403509,0.188596491
2019-20,School,Hart County,Hart County High School,All Students,230,219,11,0.952173913,0.047826087
2019-20,School,Atlanta Public Schools,Therrell High School,All Students,230,185,45,0.804347826,0.195652174
2019-20,School,Savannah-Chatham County,Windsor Forest High School,All Students,234,213,21,0.91025641,0.08974359
2019-20,School,Pike County,Pike County High School,All Students,235,226,9,0.961702128,0.038297872
2019-20,School,Polk County,Rockmart High School,All Students,236,215,21,0.911016949,0.088983051
2019-20,School,Butts County,Jackson High School,All Students,237,208,29,0.877637131,0.122362869
2019-20,School,Clayton County,Mount Zion High School,All Students,239,210,29,0.878661088,0.121338912
2019-20,School,Whitfield County,Coahulla Creek High School,All Students,239,229,10,0.958158996,0.041841004
2019-20,School,Atlanta Public Schools,Douglass High School,All Students,239,183,56,0.765690377,0.234309623
2019-20,School,Long County,Long County High School,All Students,242,214,28,0.884297521,0.115702479
2019-20,School,Lumpkin County,Lumpkin County High School,All Students,245,237,8,0.967346939,0.032653061
2019-20,School,Sumter County,Americus Sumter High School (Old Americus-Sumter HS S),All Students,245,232,13,0.946938776,0.053061224
2019-20,School,Stephens County,Stephens County High School,All Students,246,231,15,0.93902439,0.06097561
2019-20,School,White County,White County High School,All Students,246,233,13,0.947154472,0.052845528
2019-20,School,Savannah-Chatham County,Beach High School,All Students,247,199,48,0.805668016,0.194331984
2019-20,School,Brantley County,Brantley County High School,All Students,249,235,14,0.9437751,0.0562249
2019-20,School,Savannah-Chatham County,Islands High School,All Students,252,237,15,0.94047619,0.05952381
2019-20,School,Clayton County,Riverdale High School,All Students,252,218,34,0.865079365,0.134920635
2019-20,School,DeKalb County,Columbia High School,All Students,252,194,58,0.76984127,0.23015873
2019-20,School,Liberty County,Liberty County High School,All Students,252,237,15,0.94047619,0.05952381
2019-20,School,Bulloch County,Southeast Bulloch High School,All Students,254,228,26,0.897637795,0.102362205
2019-20,School,Catoosa County,Lakeview-Fort Oglethorpe High School,All Students,257,208,49,0.809338521,0.190661479
2019-20,School,Fayette County,Sandy Creek High School,All Students,257,217,40,0.844357977,0.155642023
2019-20,School,Peach County,Peach County High School,All Students,258,226,32,0.875968992,0.124031008
2019-20,School,Richmond County,Cross Creek High School,All Students,262,225,37,0.858778626,0.141221374
2019-20,School,Savannah-Chatham County,Jenkins High School,All Students,265,235,30,0.886792453,0.113207547
2019-20,School,Richmond County,Hephzibah High School,All Students,265,218,47,0.822641509,0.177358491
2019-20,School,Calhoun City,Calhoun High School,All Students,266,266,0,1,0
2019-20,School,Fulton County,Skyview High School,All Students,267,26,241,0.097378277,0.902621723
2019-20,School,Hall County,West Hall High School,All Students,267,255,12,0.95505618,0.04494382
2019-20,School,Walker County,LaFayette High School,All Students,267,237,30,0.887640449,0.112359551
2019-20,School,Dawson County,Dawson County High School,All Students,269,258,11,0.959107807,0.040892193
2019-20,School,Walton County,Monroe Area High School,All Students,269,249,20,0.925650558,0.074349442
2019-20,School,Columbia County,Harlem High School,All Students,270,249,21,0.922222222,0.077777778
2019-20,School,Jackson County,Jackson County Comprehensive High School,All Students,270,250,20,0.925925926,0.074074074
2019-20,School,McDuffie County,Thomson High School,All Students,271,222,49,0.819188192,0.180811808
2019-20,School,Bibb County,Central High School,All Students,272,224,48,0.823529412,0.176470588
2019-20,School,Hall County,East Hall High School,All Students,273,245,28,0.897435897,0.102564103
2019-20,School,Catoosa County,Ringgold High School,All Students,274,261,13,0.952554745,0.047445255
2019-20,School,Grady County,Cairo High School,All Students,274,246,28,0.897810219,0.102189781
2019-20,School,Oconee County,Oconee County High School,All Students,274,265,9,0.967153285,0.032846715
2019-20,School,Richmond County,Performance Learning Center,All Students,274,69,205,0.251824818,0.748175182
2019-20,School,Franklin County,Franklin County High School,All Students,275,252,23,0.916363636,0.083636364
2019-20,School,DeKalb County,Cedar Grove High School,All Students,279,234,45,0.838709677,0.161290323
2019-20,School,Burke County,Burke County High School,All Students,280,257,23,0.917857143,0.082142857
2019-20,School,Muscogee County,Shaw High School,All Students,280,256,24,0.914285714,0.085714286
2019-20,School,Clayton County,Jonesboro High School,All Students,281,225,56,0.800711744,0.199288256
2019-20,School,Dougherty County,Dougherty Comprehensive High School,All Students,281,233,48,0.829181495,0.170818505
2019-20,School,Muscogee County,Columbus High School,All Students,281,281,0,1,0
2019-20,School,Pierce County,Pierce County High School,All Students,284,244,40,0.85915493,0.14084507
2019-20,School,DeKalb County,Stone Mountain High School,All Students,286,200,86,0.699300699,0.300699301
2019-20,School,Baldwin County,Baldwin High School,All Students,287,244,43,0.850174216,0.149825784
2019-20,School,Thomas County,Thomas County Central High School,All Students,287,278,9,0.968641115,0.031358885
2019-20,School,Muscogee County,Hardaway High School,All Students,288,258,30,0.895833333,0.104166667
2019-20,School,Gilmer County,Gilmer High School,All Students,289,261,28,0.903114187,0.096885813
2019-20,School,Gordon County,Sonoraville High School,All Students,290,270,20,0.931034483,0.068965517
2019-20,School,Jefferson City,Jefferson High School,All Students,290,288,2,0.993103448,0.006896552
2019-20,School,Henry County,McDonough High School,All Students,291,254,37,0.872852234,0.127147766
2019-20,School,Rockdale County,Salem High School,All Students,291,242,49,0.83161512,0.16838488
2019-20,School,Walker County,Ridgeland High School,All Students,291,269,22,0.924398625,0.075601375
2019-20,School,Savannah-Chatham County,New Hampstead High School,All Students,292,276,16,0.945205479,0.054794521
2019-20,School,Bibb County,Westside High School,All Students,293,207,86,0.706484642,0.293515358
2019-20,School,Crisp County,Crisp County High School,All Students,294,267,27,0.908163265,0.091836735
2019-20,School,Dougherty County,Monroe High School,All Students,294,234,60,0.795918367,0.204081633
2019-20,School,Troup County,LaGrange High School,All Students,294,243,51,0.826530612,0.173469388
2019-20,School,Hall County,North Hall High School,All Students,295,275,20,0.93220339,0.06779661
2019-20,School,Richmond County,Academy of Richmond County High School,All Students,297,271,26,0.912457912,0.087542088
2019-20,School,Laurens County,West Laurens High School,All Students,299,273,26,0.913043478,0.086956522
2019-20,School,Whitfield County,Southeast Whitfield County High School,All Students,299,275,24,0.919732441,0.080267559
2019-20,School,DeKalb County,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",All Students,300,299,1,0.996666667,0.003333333
2019-20,School,Bibb County,Howard High School,All Students,301,249,52,0.827242525,0.172757475
2019-20,School,DeKalb County,Miller Grove High School,All Students,301,223,78,0.740863787,0.259136213
